"","lga_id","X_id_facility_list","total_facility_list","matched_facility_list","rejected_facility_list","finished_facility_list","left_facility_list","full_facility_list","edu_total_facility_list","edu_matched_facility_list","edu_rejected_facility_list","edu_finished_facility_list","edu_left_facility_list","health_total_facility_list","health_matched_facility_list","health_rejected_facility_list","health_finished_facility_list","health_left_facility_list","state_facility_list","lga_facility_list","zone_facility_list","X_id_baseline","total_baseline","matched_baseline","rejected_baseline","finished_baseline","left_baseline","full_baseline","edu_total_baseline","edu_matched_baseline","edu_rejected_baseline","edu_finished_baseline","edu_left_baseline","health_total_baseline","health_matched_baseline","health_rejected_baseline","health_finished_baseline","health_left_baseline","state_baseline","lga_baseline","zone_baseline"
"196",200,"51b0b213b0593c9c276ed23e",109,75,0,75,34,TRUE,82,60,0,60,22,27,15,0,15,12,"edo","esan_north_east","south_south","51b0b206b0593c9c276ec825",95,75,20,95,0,TRUE,68,60,8,68,0,27,15,12,27,0,"edo","esan_north_east","south_south"
"197",201,"51b0b213b0593c9c276ed339",124,101,0,101,23,TRUE,90,77,0,77,13,34,24,0,24,10,"edo","esan_south_east","south_south","51b0b206b0593c9c276ec821",131,101,30,131,0,TRUE,93,77,16,93,0,38,24,14,38,0,"edo","esan_south_east","south_south"
"198",202,"51b0b213b0593c9c276ed182",118,57,0,57,61,TRUE,81,44,0,44,37,37,13,0,13,24,"edo","esan_west","south_south","51b0b206b0593c9c276ec8b6",73,57,16,73,0,TRUE,51,44,7,51,0,22,13,9,22,0,"edo","esan_west","south_south"
"199",203,"51b0b213b0593c9c276ed21d",234,107,0,107,127,TRUE,165,76,0,76,89,69,31,0,31,38,"ondo","ese_odo","southwest","51b0b206b0593c9c276ec918",131,107,24,131,0,TRUE,91,76,15,91,0,40,31,9,40,0,"ondo","ese_odo","southwest"
"200",204,"51b0b213b0593c9c276ed1d6",40,27,0,27,13,TRUE,28,19,0,19,9,12,8,0,8,4,"akwa_ibom","esit_eket","south_south","51b0b206b0593c9c276ec9d7",32,27,5,32,0,TRUE,24,19,5,24,0,8,8,0,8,0,"akwa_ibom","esit_eket","south_south"
"201",205,"51b0b213b0593c9c276ed1a6",83,64,0,64,19,TRUE,67,53,0,53,14,16,11,0,11,5,"akwa_ibom","essien_udim","south_south","51b0b206b0593c9c276ec99b",78,64,14,78,0,TRUE,66,53,13,66,0,12,11,1,12,0,"akwa_ibom","essien_udim","south_south"
"202",206,"51b0b213b0593c9c276ed172",139,87,0,87,52,TRUE,102,67,0,67,35,37,20,0,20,17,"rivers","etche","south_south","51b0b206b0593c9c276ec9c8",124,87,37,124,0,TRUE,92,67,25,92,0,32,20,12,32,0,"rivers","etche","south_south"
"203",207,"51b0b213b0593c9c276ed370",189,168,0,168,21,TRUE,163,148,0,148,15,26,20,0,20,6,"delta","ethiope_east","south_south","51b0b206b0593c9c276ec8ab",185,167,18,185,0,TRUE,158,147,11,158,0,27,20,7,27,0,"delta","ethiope_east","south_south"
"204",208,"51b0b213b0593c9c276ed390",161,114,0,114,47,TRUE,141,95,0,95,46,20,19,0,19,1,"delta","ethiope_west","south_south","51b0b206b0593c9c276ec8ac",134,114,20,134,0,TRUE,107,95,12,107,0,27,19,8,27,0,"delta","ethiope_west","south_south"
"205",209,"51b0b213b0593c9c276ed33e",63,54,0,54,9,TRUE,50,44,0,44,6,13,10,0,10,3,"akwa_ibom","etim_ekpo","south_south","51b0b206b0593c9c276ec9e8",70,54,16,70,0,TRUE,56,44,12,56,0,14,10,4,14,0,"akwa_ibom","etim_ekpo","south_south"
"206",210,"51b0b213b0593c9c276ed37d",52,24,0,24,28,TRUE,32,12,0,12,20,20,12,0,12,8,"akwa_ibom","etinan","south_south","51b0b206b0593c9c276ec9fc",49,24,25,49,0,TRUE,35,12,23,35,0,14,12,2,14,0,"akwa_ibom","etinan","south_south"
"207",211,"51b0b213b0593c9c276ed134",101,27,0,27,74,TRUE,59,8,0,8,51,42,19,0,19,23,"lagos","eti_osa","southwest","51b0b206b0593c9c276ec8d5",69,27,42,69,0,TRUE,43,8,35,43,0,26,19,7,26,0,"lagos","eti_osa","southwest"
"208",212,"51b0b213b0593c9c276ed222",87,37,0,37,50,TRUE,66,28,0,28,38,21,9,0,9,12,"edo","etsako_central","south_south","51b0b206b0593c9c276ec9f3",64,37,26,63,1,TRUE,43,28,15,43,0,21,9,11,20,1,"edo","etsako_central","south_south"
"209",213,"51b0b213b0593c9c276ed2bc",112,62,0,62,50,TRUE,82,40,0,40,42,30,22,0,22,8,"edo","etsako_east","south_south","51b0b206b0593c9c276ec9f4",103,62,41,103,0,TRUE,76,40,36,76,0,27,22,5,27,0,"edo","etsako_east","south_south"
"210",214,"51b0b213b0593c9c276ed373",175,76,0,76,99,TRUE,123,57,0,57,66,52,19,0,19,33,"edo","etsako_west","south_south","51b0b206b0593c9c276ec9f5",122,76,46,122,0,TRUE,81,57,24,81,0,41,19,22,41,0,"edo","ETSAKO WEST","south_south"
"211",215,"51b0b213b0593c9c276ed0f2",114,49,0,49,65,TRUE,76,37,0,37,39,38,12,0,12,26,"cross_river","etung","south_south","51b0b206b0593c9c276eca03",53,49,4,53,0,TRUE,39,37,2,39,0,14,12,2,14,0,"cross_river","etung","south_south"
"212",216,"51b0b213b0593c9c276ed0c3",219,92,0,92,127,TRUE,184,67,0,67,117,35,25,0,25,10,"ogun","ewekoro","southwest","51b0b206b0593c9c276ec782",127,92,23,115,12,TRUE,97,67,18,85,12,30,25,5,30,0,"ogun","ewekoro","southwest"
"213",217,"51b0b213b0593c9c276ed185",325,82,0,82,243,TRUE,223,53,0,53,170,102,29,0,29,73,"enugu","ezeagu","southeast","51b0b206b0593c9c276ec965",83,80,3,83,0,TRUE,54,51,3,54,0,29,29,0,29,0,"enugu","ezeagu","southeast"
"214",218,"51b0b213b0593c9c276ed1c4",185,113,0,113,72,TRUE,125,84,0,84,41,60,29,0,29,31,"imo","ezinihitte","southeast","51b0b206b0593c9c276ec9ae",123,113,10,123,0,TRUE,92,84,8,92,0,31,29,2,31,0,"imo","ezinihitte","southeast"
"215",219,"51b0b213b0593c9c276ed277",198,94,0,94,104,TRUE,151,72,0,72,79,47,22,0,22,25,"ebonyi","ezza_north","southeast","51b0b206b0593c9c276eca04",115,94,21,115,0,TRUE,89,72,17,89,0,26,22,4,26,0,"ebonyi","ezza_north","southeast"
"216",220,"51b0b213b0593c9c276ed173",155,147,0,147,8,TRUE,118,115,0,115,3,37,32,0,32,5,"ebonyi","ezza_south","southeast","51b0b206b0593c9c276ec949",158,146,12,158,0,TRUE,123,114,9,123,0,35,32,3,35,0,"ebonyi","ezza_south","southeast"
"217",221,"51b0b213b0593c9c276ed155",143,18,0,18,125,TRUE,123,13,0,13,110,20,5,0,5,15,"kano","fagge","northwest","51b0b206b0593c9c276ec783",20,18,0,18,2,TRUE,14,13,0,13,1,6,5,0,5,1,"kano","fagge","northwest"
"218",222,"51b0b213b0593c9c276ed1da",137,67,0,67,70,TRUE,95,46,0,46,49,42,21,0,21,21,"kebbi","fakai","northwest","51b0b206b0593c9c276ec83c",70,67,3,70,0,TRUE,49,46,3,49,0,21,21,0,21,0,"kebbi","fakai","northwest"
"219",223,"51b0b213b0593c9c276ed1e5",136,93,0,93,43,TRUE,81,51,0,51,30,55,42,0,42,13,"katsina","faskari","northwest","51b0b206b0593c9c276ec937",156,93,62,155,1,TRUE,101,51,49,100,1,55,42,13,55,0,"katsina","faskari","northwest"
"220",224,"51b0b213b0593c9c276ed104",190,152,0,152,38,TRUE,136,104,0,104,32,54,48,0,48,6,"yobe","fika","northeast","51b0b206b0593c9c276ec784",163,152,9,161,2,TRUE,113,104,7,111,2,50,48,2,50,0,"yobe","fika","northeast"
"221",225,"51b0b213b0593c9c276ed302",244,179,0,179,65,TRUE,169,130,0,130,39,75,49,0,49,26,"adamawa","fufore","northeast","51b0b206b0593c9c276ec83e",203,179,24,203,0,TRUE,149,130,19,149,0,54,49,5,54,0,"adamawa","fufore","northeast"
"222",226,"51b0b213b0593c9c276ed2a0",135,16,0,16,119,TRUE,100,12,0,12,88,35,4,0,4,31,"gombe","funakaye","northeast","51b0b206b0593c9c276ec8d0",29,16,13,29,0,TRUE,21,12,9,21,0,8,4,4,8,0,"gombe","funakaye","northeast"
"223",227,"51b0b213b0593c9c276ed0f8",174,137,0,137,37,TRUE,122,103,0,103,19,52,34,0,34,18,"yobe","fune","northeast","51b0b206b0593c9c276ec748",148,137,7,144,4,TRUE,112,103,6,109,3,36,34,1,35,1,"yobe","FUNE","northeast"
"224",228,"51b0b213b0593c9c276ed338",187,84,0,84,103,TRUE,133,64,0,64,69,54,20,0,20,34,"katsina","funtua","northwest","51b0b206b0593c9c276ec785",118,84,33,117,1,TRUE,91,64,26,90,1,27,20,7,27,0,"katsina","funtua","northwest"
"225",229,"51b0b213b0593c9c276ed351",147,107,0,107,40,TRUE,117,81,0,81,36,30,26,0,26,4,"kano","gabasawa","northwest","51b0b206b0593c9c276ec898",116,107,9,116,0,TRUE,89,81,8,89,0,27,26,1,27,0,"kano","gabasawa","northwest"
"226",230,"51b0b213b0593c9c276ed1a0",167,120,0,120,47,TRUE,127,93,0,93,34,40,27,0,27,13,"sokoto","gada","northwest","51b0b206b0593c9c276ec786",130,120,0,120,10,TRUE,99,93,0,93,6,31,27,0,27,4,"sokoto","gada","northwest"
"227",231,"51b0b213b0593c9c276ed3a9",35,34,0,34,1,TRUE,26,26,0,26,0,9,8,0,8,1,"jigawa","gagarawa","northwest","51b0b206b0593c9c276ec787",83,34,38,72,11,TRUE,64,26,27,53,11,19,8,11,19,0,"jigawa","gagarawa","northwest"
"228",232,"51b0b213b0593c9c276ed2fa",201,21,0,21,180,TRUE,115,15,0,15,100,86,6,0,6,80,"bauchi","gamawa","northeast","51b0b206b0593c9c276ec93c",26,21,5,26,0,TRUE,19,15,4,19,0,7,6,1,7,0,"bauchi","gamawa","northeast"
"229",233,"51b0b213b0593c9c276ed0e9",571,206,0,206,365,TRUE,470,138,0,138,332,101,68,0,68,33,"bauchi","ganjuwa","northeast","51b0b206b0593c9c276ec93e",210,206,0,206,4,TRUE,138,138,0,138,0,72,68,0,68,4,"bauchi","GANJUWA","northeast"
"230",234,"51b0b213b0593c9c276ed31f",194,74,0,74,120,TRUE,136,44,0,44,92,58,30,0,30,28,"adamawa","ganye","northeast","51b0b206b0593c9c276ec859",180,74,106,180,0,TRUE,132,44,88,132,0,48,30,18,48,0,"adamawa","ganye","northeast"
"231",235,"51b0b213b0593c9c276ed207",144,116,0,116,28,TRUE,121,97,0,97,24,23,19,0,19,4,"jigawa","garki","northwest","51b0b206b0593c9c276ec788",125,114,3,117,8,TRUE,107,96,3,99,8,18,18,0,18,0,"jigawa","garki","northwest"
"232",236,"51b0b213b0593c9c276ed2d5",103,89,0,89,14,TRUE,83,74,0,74,9,20,15,0,15,5,"kano","garko","northwest","51b0b206b0593c9c276ec878",137,89,48,137,0,TRUE,119,74,45,119,0,18,15,3,18,0,"kano","garko","northwest"
"233",237,"51b0b213b0593c9c276ed344",153,50,0,50,103,TRUE,103,37,0,37,66,50,13,0,13,37,"kano","garun_mallam","northwest","51b0b206b0593c9c276ec88f",69,50,19,69,0,TRUE,56,37,19,56,0,13,13,0,13,0,"kano","garun_mallam","northwest"
"234",238,"51b0b213b0593c9c276ed3a2",246,27,0,27,219,TRUE,126,17,0,17,109,120,10,0,10,110,"taraba","gashaka","northeast","51b0b206b0593c9c276ec85c",28,27,0,27,1,TRUE,17,17,0,17,0,11,10,0,10,1,"taraba","gashaka","northeast"
"235",239,"51b0b213b0593c9c276ed3b0",278,21,0,21,257,TRUE,212,16,0,16,196,66,5,0,5,61,"taraba","gassol","northeast","51b0b206b0593c9c276eca33",25,25,0,25,0,TRUE,20,20,0,20,0,5,5,0,5,0,"taraba","gassol","northeast"
"236",240,"51b0b213b0593c9c276ed2f3",180,127,0,127,53,TRUE,154,103,0,103,51,26,24,0,24,2,"kano","gaya","northwest","51b0b206b0593c9c276ec973",165,127,38,165,0,TRUE,139,103,36,139,0,26,24,2,26,0,"kano","gaya","northwest"
"237",241,"51b0b213b0593c9c276ed31b",154,127,0,127,27,TRUE,117,93,0,93,24,37,34,0,34,3,"adamawa","guyuk","northeast","51b0b206b0593c9c276ec876",175,127,48,175,0,TRUE,123,93,30,123,0,52,34,18,52,0,"adamawa","guyuk","northeast"
"238",242,"51b0b213b0593c9c276ed2ab",104,92,0,92,12,TRUE,84,78,0,78,6,20,14,0,14,6,"kano","gezawa","northwest","51b0b206b0593c9c276ec8d2",192,92,100,192,0,TRUE,176,78,98,176,0,16,14,2,16,0,"kano","gezawa","northwest"
"239",243,"51b0b213b0593c9c276ed3ac",262,262,0,262,0,TRUE,199,199,0,199,0,63,63,0,63,0,"niger","gbako","north_central","51b0b206b0593c9c276ec789",305,262,0,262,43,TRUE,214,199,0,199,15,91,63,0,63,28,"niger","gbako","north_central"
"240",244,"51b0b213b0593c9c276ed1bd",356,122,0,122,234,TRUE,221,78,0,78,143,135,44,0,44,91,"benue","gboko","north_central","51b0b206b0593c9c276ec78a",238,122,114,236,2,TRUE,168,78,88,166,2,70,44,26,70,0,"benue","gboko","north_central"
"241",245,"51b0b213b0593c9c276ed23a",164,111,0,111,53,TRUE,135,89,0,89,46,29,22,0,22,7,"ekiti","gbonyin","southwest","51b0b206b0593c9c276ec83d",129,111,18,129,0,TRUE,103,89,14,103,0,26,22,4,26,0,"ekiti","gbonyin","southwest"
"242",246,"51b0b213b0593c9c276ed0c6",83,37,0,37,46,TRUE,54,20,0,20,34,29,17,0,17,12,"yobe","geidam","northeast","51b0b206b0593c9c276ec979",40,37,3,40,0,TRUE,22,20,2,22,0,18,17,1,18,0,"yobe","geidam","northeast"
"243",247,"51b0b213b0593c9c276ed2eb",172,120,0,120,52,TRUE,122,86,0,86,36,50,34,0,34,16,"bauchi","giade","northeast","51b0b206b0593c9c276ec8cf",133,120,13,133,0,TRUE,92,86,6,92,0,41,34,7,41,0,"bauchi","giade","northeast"
"244",248,"51b0b213b0593c9c276ed335",290,27,0,27,263,TRUE,239,22,0,22,217,51,5,0,5,46,"kaduna","giwa","northwest","51b0b206b0593c9c276ec78b",33,27,1,28,5,TRUE,28,22,1,23,5,5,5,0,5,0,"kaduna","giwa","northwest"
"245",249,"51b0b213b0593c9c276ed24a",98,63,0,63,35,TRUE,75,47,0,47,28,23,16,0,16,7,"rivers","gokana","south_south","51b0b206b0593c9c276ec78c",86,63,22,85,1,TRUE,69,47,21,68,1,17,16,1,17,0,"rivers","gokana","south_south"
"246",250,"51b0b213b0593c9c276ed2e8",95,63,0,63,32,TRUE,55,33,0,33,22,40,30,0,30,10,"gombe","gombe","northeast","51b0b206b0593c9c276ec78d",154,63,89,152,2,TRUE,112,33,78,111,1,42,30,11,41,1,"gombe","gombe","northeast"
"247",251,"51b0b213b0593c9c276ed318",212,186,0,186,26,TRUE,155,136,0,136,19,57,50,0,50,7,"adamawa","gombi","northeast","51b0b206b0593c9c276ec91f",206,186,20,206,0,TRUE,148,136,12,148,0,58,50,8,58,0,"adamawa","gombi","northeast"
"248",252,"51b0b213b0593c9c276ed21b",155,117,0,117,38,TRUE,122,99,0,99,23,33,18,0,18,15,"sokoto","goronyo","northwest","51b0b206b0593c9c276ec78e",129,117,0,117,12,TRUE,105,99,0,99,6,24,18,0,18,6,"sokoto","goronyo","northwest"
"249",253,"51b0b213b0593c9c276ed2f0",150,98,0,98,52,TRUE,122,77,0,77,45,28,21,0,21,7,"adamawa","girei","northeast","51b0b206b0593c9c276ec998",104,98,6,104,0,TRUE,79,77,2,79,0,25,21,4,25,0,"adamawa","girei","northeast"
"250",254,"51b0b213b0593c9c276ed267",32,27,0,27,5,TRUE,22,20,0,20,2,10,7,0,7,3,"borno","gubio","northeast","51b0b206b0593c9c276ec84b",30,27,3,30,0,TRUE,21,20,1,21,0,9,7,2,9,0,"borno","gubio","northeast"
"251",255,"51b0b213b0593c9c276ed313",69,27,0,27,42,TRUE,47,17,0,17,30,22,10,0,10,12,"sokoto","gudu","northwest","51b0b206b0593c9c276ec78f",37,27,0,27,10,TRUE,26,17,0,17,9,11,10,0,10,1,"sokoto","gudu","northwest"
"252",256,"51b0b213b0593c9c276ed0c1",101,70,0,70,31,TRUE,73,55,0,55,18,28,15,0,15,13,"yobe","gujba","northeast","51b0b206b0593c9c276ec839",76,70,6,76,0,TRUE,61,55,6,61,0,15,15,0,15,0,"yobe","gujba","northeast"
"253",257,"51b0b213b0593c9c276ed12d",112,81,0,81,31,TRUE,77,54,0,54,23,35,27,0,27,8,"yobe","gulani","northeast","51b0b206b0593c9c276ec846",87,81,6,87,0,TRUE,57,54,3,57,0,30,27,3,30,0,"yobe","gulani","northeast"
"254",258,"51b0b213b0593c9c276ed178",334,108,0,108,226,TRUE,243,71,0,71,172,91,37,0,37,54,"benue","guma","north_central","51b0b206b0593c9c276ec790",210,108,87,195,15,TRUE,145,71,59,130,15,65,37,28,65,0,"benue","guma","north_central"
"255",259,"51b0b213b0593c9c276ed358",77,48,0,48,29,TRUE,61,40,0,40,21,16,8,0,8,8,"jigawa","gumel","northwest","51b0b206b0593c9c276ec89d",54,48,6,54,0,TRUE,44,40,4,44,0,10,8,2,10,0,"jigawa","gumel","northwest"
"256",260,"51b0b213b0593c9c276ed15a",138,16,0,16,122,TRUE,102,7,0,7,95,36,9,0,9,27,"zamfara","gummi","northwest","51b0b206b0593c9c276ec791",22,16,0,16,6,TRUE,11,7,0,7,4,11,9,0,9,2,"zamfara","gummi","northwest"
"257",261,"51b0b213b0593c9c276ed216",218,132,0,132,86,TRUE,160,89,0,89,71,58,43,0,43,15,"niger","gurara","north_central","51b0b206b0593c9c276ec792",143,132,0,132,11,TRUE,98,89,0,89,9,45,43,0,43,2,"niger","gurara","north_central"
"258",262,"51b0b213b0593c9c276ed205",91,78,0,78,13,TRUE,76,66,0,66,10,15,12,0,12,3,"jigawa","guri","northwest","51b0b206b0593c9c276ec874",87,78,9,87,0,TRUE,74,66,8,74,0,13,12,1,13,0,"jigawa","guri","northwest"
"259",263,"51b0b213b0593c9c276ed153",302,169,0,169,133,TRUE,232,121,0,121,111,70,48,0,48,22,"zamfara","gusau","northwest","51b0b206b0593c9c276ec793",230,169,0,169,61,TRUE,160,121,0,121,39,70,48,0,48,22,"zamfara","gusau","northwest"
"260",264,"51b0b213b0593c9c276ed25d",39,24,0,24,15,TRUE,24,13,0,13,11,15,11,0,11,4,"borno","guzamala","northeast","51b0b206b0593c9c276ec851",28,24,4,28,0,TRUE,16,13,3,16,0,12,11,1,12,0,"borno","guzamala","northeast"
"261",265,"51b0b213b0593c9c276ed20c",136,99,0,99,37,TRUE,102,69,0,69,33,34,30,0,30,4,"sokoto","gwadabawa","northwest","51b0b206b0593c9c276ec794",122,99,0,99,23,TRUE,88,69,0,69,19,34,30,0,30,4,"sokoto","gwadabawa","northwest"
"262",266,"51b0b213b0593c9c276ed124",21,0,0,0,21,TRUE,10,0,0,0,10,11,0,0,0,11,"fct","gwagwalada","north_central","51b0b206b0593c9c276ec795",119,0,0,0,119,TRUE,82,0,0,0,82,37,0,0,0,37,"fct","gwagwalada","north_central"
"263",267,"51b0b213b0593c9c276ed274",283,62,0,62,221,TRUE,257,62,0,62,195,26,0,0,0,26,"kano","gwale","northwest","51b0b206b0593c9c276ec8da",86,62,24,86,0,TRUE,86,62,24,86,0,0,0,0,0,0,"kano","gwale","northwest"
"264",268,"51b0b213b0593c9c276ed1a9",121,102,0,102,19,TRUE,84,70,0,70,14,37,32,0,32,5,"kebbi","gwandu","northwest","51b0b206b0593c9c276ec81b",119,102,17,119,0,TRUE,83,70,13,83,0,36,32,4,36,0,"kebbi","gwandu","northwest"
"265",269,"51b0b213b0593c9c276ed1e8",153,96,0,96,57,TRUE,119,75,0,75,44,34,21,0,21,13,"jigawa","gwaram","northwest","51b0b206b0593c9c276ec8a3",108,96,12,108,0,TRUE,84,75,9,84,0,24,21,3,24,0,"jigawa","gwaram","northwest"
"266",270,"51b0b213b0593c9c276ed2b1",185,96,0,96,89,TRUE,162,84,0,84,78,23,12,0,12,11,"kano","gwarzo","northwest","51b0b206b0593c9c276ec796",144,96,0,96,48,TRUE,131,84,0,84,47,13,12,0,12,1,"kano","gwarzo","northwest"
"267",271,"51b0b213b0593c9c276ed19a",247,105,0,105,142,TRUE,193,82,0,82,111,54,23,0,23,31,"benue","gwer_east","north_central","51b0b206b0593c9c276ec797",176,105,54,159,17,TRUE,144,82,45,127,17,32,23,9,32,0,"benue","gwer_east","north_central"
"268",272,"51b0b213b0593c9c276ed1f9",233,131,0,131,102,TRUE,185,101,0,101,84,48,30,0,30,18,"benue","gwer_west","north_central","51b0b206b0593c9c276eca26",155,130,25,155,0,TRUE,112,100,12,112,0,43,30,13,43,0,"benue","gwer_west","north_central"
"269",273,"51b0b213b0593c9c276ed1e3",58,57,0,57,1,TRUE,40,39,0,39,1,18,18,0,18,0,"jigawa","gwiwa","northwest","51b0b206b0593c9c276ec798",74,56,8,64,10,TRUE,56,39,7,46,10,18,17,1,18,0,"jigawa","gwiwa","northwest"
"270",275,"51b0b213b0593c9c276ed2ef",68,45,0,45,23,TRUE,56,36,0,36,20,12,9,0,9,3,"jigawa","hadejia","northwest","51b0b206b0593c9c276ec873",55,45,8,53,2,TRUE,42,36,5,41,1,13,9,3,12,1,"jigawa","hadejia","northwest"
"271",276,"51b0b213b0593c9c276ed1a5",153,108,0,108,45,TRUE,133,92,0,92,41,20,16,0,16,4,"borno","hawul","northeast","51b0b206b0593c9c276ec8a8",139,108,31,139,0,TRUE,111,92,19,111,0,28,16,12,28,0,"borno","hawul","northeast"
"272",277,"51b0b213b0593c9c276ed38f",506,149,0,149,357,TRUE,376,115,0,115,261,130,34,0,34,96,"adamawa","hong","northeast","51b0b206b0593c9c276ec799",184,149,33,182,2,TRUE,138,115,21,136,2,46,34,12,46,0,"adamawa","hong","northeast"
"273",278,"51b0b213b0593c9c276ed0b5",204,97,0,97,107,TRUE,158,81,0,81,77,46,16,0,16,30,"oyo","ibadan_north","southwest","51b0b206b0593c9c276ec862",141,97,43,140,1,TRUE,112,81,30,111,1,29,16,13,29,0,"oyo","ibadan_north","southwest"
"274",279,"51b0b213b0593c9c276ed116",332,136,0,136,196,TRUE,276,115,0,115,161,56,21,0,21,35,"oyo","ibadan_north_east","southwest","51b0b206b0593c9c276ec8fa",147,136,11,147,0,TRUE,119,115,4,119,0,28,21,7,28,0,"oyo","ibadan_north_east","southwest"
"275",280,"51b0b213b0593c9c276ed0c4",178,67,0,67,111,TRUE,144,59,0,59,85,34,8,0,8,26,"oyo","ibadan_north_west","southwest","51b0b206b0593c9c276ec902",102,66,35,101,1,TRUE,84,58,25,83,1,18,8,10,18,0,"oyo","ibadan_north_west","southwest"
"276",281,"51b0b213b0593c9c276ed118",279,108,0,108,171,TRUE,175,73,0,73,102,104,35,0,35,69,"oyo","ibadan_south_east","southwest","51b0b206b0593c9c276ec904",170,108,62,170,0,TRUE,133,73,60,133,0,37,35,2,37,0,"oyo","ibadan_south_east","southwest"
"277",282,"51b0b213b0593c9c276ed114",235,95,0,95,140,TRUE,131,76,0,76,55,104,19,0,19,85,"oyo","ibadan_south_west","southwest","51b0b206b0593c9c276ec90a",148,95,52,147,1,TRUE,120,76,44,120,0,28,19,8,27,1,"oyo","ibadan_south_west","southwest"
"278",283,"51b0b213b0593c9c276ed102",272,105,0,105,167,TRUE,177,60,0,60,117,95,45,0,45,50,"kogi","ibaji","north_central","51b0b206b0593c9c276ec9ac",119,105,14,119,0,TRUE,73,60,13,73,0,46,45,1,46,0,"kogi","ibaji","north_central"
"279",284,"51b0b213b0593c9c276ed13d",167,111,0,111,56,TRUE,120,90,0,90,30,47,21,0,21,26,"oyo","ibarapa_central","southwest","51b0b206b0593c9c276ec79a",127,111,11,122,5,TRUE,101,90,9,99,2,26,21,2,23,3,"oyo","ibarapa_central","southwest"
"280",285,"51b0b213b0593c9c276ed0cf",281,104,0,104,177,TRUE,227,83,0,83,144,54,21,0,21,33,"oyo","ibarapa_east","southwest","51b0b206b0593c9c276ec79b",110,104,5,109,1,TRUE,89,83,5,88,1,21,21,0,21,0,"oyo","ibarapa_east","southwest"
"281",286,"51b0b213b0593c9c276ed11d",179,82,0,82,97,TRUE,161,73,0,73,88,18,9,0,9,9,"oyo","ibarapa_north","southwest","51b0b206b0593c9c276ec869",100,82,18,100,0,TRUE,83,73,10,83,0,17,9,8,17,0,"oyo","IBARAPA_NORTH","southwest"
"282",287,"51b0b213b0593c9c276ed293",75,27,0,27,48,TRUE,49,16,0,16,33,26,11,0,11,15,"lagos","ibeju_lekki","southwest","51b0b206b0593c9c276ec890",46,27,19,46,0,TRUE,32,16,16,32,0,14,11,3,14,0,"lagos","ibeju_lekki","southwest"
"283",288,"51b0b213b0593c9c276ed37f",26,18,0,18,8,TRUE,14,11,0,11,3,12,7,0,7,5,"akwa_ibom","ibeno","south_south","51b0b206b0593c9c276ec79c",27,18,8,26,1,TRUE,17,11,5,16,1,10,7,3,10,0,"akwa_ibom","ibeno","south_south"
"284",289,"51b0b213b0593c9c276ed1ad",80,11,0,11,69,TRUE,55,9,0,9,46,25,2,0,2,23,"akwa_ibom","ibesikpo_asutan","south_south","51b0b206b0593c9c276ec99d",21,11,10,21,0,TRUE,18,9,9,18,0,3,2,1,3,0,"akwa_ibom","ibesikpo_asutan","south_south"
"285",290,"51b0b213b0593c9c276ed287",137,89,0,89,48,TRUE,109,74,0,74,35,28,15,0,15,13,"taraba","ibi","northeast","51b0b206b0593c9c276ec96d",105,99,6,105,0,TRUE,86,84,2,86,0,19,15,4,19,0,"taraba","ibi","northeast"
"286",291,"51b0b213b0593c9c276ed396",128,14,0,14,114,TRUE,106,10,0,10,96,22,4,0,4,18,"akwa_ibom","ibiono_ibom","south_south","51b0b206b0593c9c276ec8aa",22,14,8,22,0,TRUE,16,10,6,16,0,6,4,2,6,0,"akwa","ibiono_ibom","NA"
"287",292,"51b0b213b0593c9c276ed158",113,42,0,42,71,TRUE,68,19,0,19,49,45,23,0,23,22,"kogi","idah","north_central","51b0b206b0593c9c276ec9a8",149,42,107,149,0,TRUE,107,19,88,107,0,42,23,19,42,0,"kogi","idah","north_central"
"288",293,"51b0b213b0593c9c276ed371",187,92,0,92,95,TRUE,132,61,0,61,71,55,31,0,31,24,"ondo","idanre","southwest","51b0b206b0593c9c276ec79d",109,92,6,98,11,TRUE,74,61,3,64,10,35,31,3,34,1,"ondo","idanre","southwest"
"289",294,"51b0b213b0593c9c276ed165",140,88,0,88,52,TRUE,84,70,0,70,14,56,18,0,18,38,"imo","ideato_north","southeast","51b0b206b0593c9c276ec9fa",103,88,15,103,0,TRUE,76,70,6,76,0,27,18,9,27,0,"imo","ideato_north","southeast"
"290",295,"51b0b213b0593c9c276ed169",94,68,0,68,26,TRUE,64,54,0,54,10,30,14,0,14,16,"imo","ideato_south","southeast","51b0b206b0593c9c276eca09",83,68,15,83,0,TRUE,60,54,6,60,0,23,14,9,23,0,"imo","ideato_south","southeast"
"291",296,"51b0b213b0593c9c276ed2b3",246,68,0,68,178,TRUE,137,52,0,52,85,109,16,0,16,93,"anambra","idemili_north","southeast","51b0b206b0593c9c276ec9a2",86,68,18,86,0,TRUE,64,52,12,64,0,22,16,6,22,0,"anambra","idemili_north","southeast"
"292",297,"51b0b213b0593c9c276ed295",148,96,0,96,52,TRUE,110,72,0,72,38,38,24,0,24,14,"anambra","idemili_south","southeast","51b0b206b0593c9c276ec99f",131,96,35,131,0,TRUE,93,72,21,93,0,38,24,14,38,0,"anambra","idemili_south","southeast"
